Value,Date
844.04,13/01/2014
807.83,12/01/2014
851,11/01/2014
826.28,10/01/2014
827.46,09/01/2014
809.17,08/01/2014
915.69,07/01/2014
867.38,06/01/2014
934.21,05/01/2014
807.39,04/01/2014
822.38,03/01/2014
806.21,02/01/2014
732,01/01/2014
746.9,31/12/2013
731,30/12/2013
715,29/12/2013
714.79,28/12/2013
701.61,27/12/2013
679.02,26/12/2013
734.42,25/12/2013
658.07,24/12/2013
614.11,23/12/2013
639.9,22/12/2013
637,21/12/2013
685.3,20/12/2013
660,19/12/2013
653,18/12/2013
690,17/12/2013
702.05,16/12/2013
709,15/12/2013
885,14/12/2013
864.7,13/12/2013
874,12/12/2013
978.76,11/12/2013
886.2,10/12/2013
936.98,09/12/2013
705.91,08/12/2013
722.99,07/12/2013
727.29,06/12/2013
1136.9,05/12/2013
1028.34,04/12/2013
1151,03/12/2013
955.01,02/12/2013
992.27,01/12/2013
970,30/11/2013
1014.1,29/11/2013
1083.9,28/11/2013
1009,27/11/2013
814.56,26/11/2013
844.9,25/11/2013
814,24/11/2013
795,23/11/2013
837.99,22/11/2013
761,21/11/2013
547,20/11/2013
595,19/11/2013
559.99,18/11/2013
437.24,17/11/2013
463,16/11/2013
433.53,15/11/2013
393,14/11/2013
416.5,13/11/2013
391.64,12/11/2013
328,11/11/2013
339.38,10/11/2013
296.91,09/11/2013
291.02,08/11/2013
325.56,07/11/2013
292.32,06/11/2013
229.95,05/11/2013
246.63,04/11/2013
225.1,03/11/2013
203,02/11/2013
204.15,01/11/2013
203.24,31/10/2013
216,30/10/2013
203.39,29/10/2013
202.09,28/10/2013
179.56,27/10/2013
189.06,26/10/2013
179.71,25/10/2013
203.7,24/10/2013
195.78,23/10/2013
199.95,22/10/2013
186.12,21/10/2013
177.07,20/10/2013
165.71,19/10/2013
143.94,18/10/2013
150.59,17/10/2013
143.33,16/10/2013
135.17,15/10/2013
139.24,14/10/2013
135.69,13/10/2013
127.41,12/10/2013
127.53,11/10/2013
126.84,10/10/2013
124.12,09/10/2013
126.08,08/10/2013
123.84,07/10/2013
121.2,06/10/2013
121.6,05/10/2013
121.51,04/10/2013
103.85,03/10/2013
116.95,02/10/2013
104.47,01/10/2013
127.01,30/09/2013
125.8,29/09/2013
128.1,28/09/2013
124.65,27/09/2013
125.6,26/09/2013
123.85,25/09/2013
122.65,24/09/2013
122.59,23/09/2013
123.02,22/09/2013
123.04,21/09/2013
123.5,20/09/2013
123.98,19/09/2013
139.15,18/09/2013
127.23,17/09/2013
127.56,16/09/2013
124.05,15/09/2013
125.46,14/09/2013
124.32,13/09/2013
126.54,12/09/2013
128.45,11/09/2013
124.1,10/09/2013
118.18,09/09/2013
121.66,08/09/2013
118.51,07/09/2013
122.63,06/09/2013
122.44,05/09/2013
124.51,04/09/2013
130.09,03/09/2013
130.45,02/09/2013
131.03,01/09/2013
124.84,31/08/2013
132.75,30/08/2013
124.79,29/08/2013
117.72,28/08/2013
119.25,27/08/2013
117.52,26/08/2013
109.04,25/08/2013
112.9,24/08/2013
108.79,23/08/2013
110.43,22/08/2013
111.01,21/08/2013
109.75,20/08/2013
99.3,19/08/2013
102.07,18/08/2013
99.02,17/08/2013
98.08,16/08/2013
98.51,15/08/2013
98.28,14/08/2013
106.64,13/08/2013
107.29884,12/08/2013
104.99498,11/08/2013
102.8,10/08/2013
102.61802,09/08/2013
102.3,08/08/2013
106.56,07/08/2013
105.6,06/08/2013
106.88378,05/08/2013
104.95,04/08/2013
104.67459,03/08/2013
103.80001,02/08/2013
106.2,01/08/2013
104.19,31/07/2013
104.95555,30/07/2013
98.7,29/07/2013
101.04202,28/07/2013
99.00001,27/07/2013
97,26/07/2013
96.39475,25/07/2013
96.2,24/07/2013
91.99,23/07/2013
95.396,22/07/2013
91.788,21/07/2013
92,20/07/2013
91.8775,19/07/2013
93.41082,18/07/2013
97.05,17/07/2013
97.97,16/07/2013
97.01,15/07/2013
98,14/07/2013
94.75,13/07/2013
95.995,12/07/2013
87.9,11/07/2013
87.15,10/07/2013
78.58899,09/07/2013
75,08/07/2013
77.64,07/07/2013
70.942,06/07/2013
80.04,05/07/2013
67.85844,04/07/2013
79.8,03/07/2013
87,02/07/2013
89.55,01/07/2013
90.998,30/06/2013
94.65,29/06/2013
95.85301,28/06/2013
96.63498,27/06/2013
103.89,26/06/2013
104.40565,25/06/2013
103.86665,24/06/2013
108.35,23/06/2013
107.68389,22/06/2013
109.09,21/06/2013
107.68,20/06/2013
111.97,19/06/2013
107.835,18/06/2013
99.9,17/06/2013
100.52521,16/06/2013
100,15/06/2013
103.9,14/06/2013
100,13/06/2013
109,12/06/2013
106.1,11/06/2013
108,10/06/2013
104.96851,09/06/2013
111.5,08/06/2013
107.8,07/06/2013
110.29501,06/06/2013
121.42,05/06/2013
122.4051,04/06/2013
120.56663,03/06/2013
129.3,02/06/2013
120.60293,01/06/2013
129.19945,31/05/2013
132.3,30/05/2013
130.99589,29/05/2013
129.97994,28/05/2013
133.5,27/05/2013
132.60997,26/05/2013
134.04701,25/05/2013
126.7,24/05/2013
131.5,23/05/2013
125.67,22/05/2013
122.02,21/05/2013
122.5,20/05/2013
122.65001,19/05/2013
123.32,18/05/2013
123.74995,17/05/2013
124.49,16/05/2013
112,15/05/2013
114.98499,14/05/2013
119,13/05/2013
115.68,12/05/2013
114.32,11/05/2013
115.4,10/05/2013
113.35,09/05/2013
109.56154,08/05/2013
113.95001,07/05/2013
115.98,06/05/2013
120.94999,05/05/2013
117.89001,04/05/2013
103.3,03/05/2013
93.15,02/05/2013
105.00003,01/05/2013
144.54,30/04/2013
139.109,29/04/2013
141.50002,28/04/2013
137,27/04/2013
128.00001,26/04/2013
135.601,25/04/2013
142.5,24/04/2013
153.20019,23/04/2013
136.08099,22/04/2013
127.5,21/04/2013
125,20/04/2013
123.86,19/04/2013
93.9,18/04/2013
96.5,17/04/2013
85.59999,16/04/2013
100,15/04/2013
91,14/04/2013
91,13/04/2013
124.9,12/04/2013
76.488,11/04/2013
123.40098,10/04/2013
186.96,09/04/2013
237.99,08/04/2013
184,07/04/2013
142.1,06/04/2013
142.49765,05/04/2013
143.8,04/04/2013
117.34,03/04/2013
138.79,02/04/2013
108.73,01/04/2013
92.5,31/03/2013
92.50001,30/03/2013
90.99999,29/03/2013
88.8,28/03/2013
93.56701,27/03/2013
88.9,26/03/2013
71.93,25/03/2013
73.88798,24/03/2013
70.1,23/03/2013
70.25,22/03/2013
71.5,21/03/2013
73.8,20/03/2013
52.12,19/03/2013
57.76,18/03/2013
47.65,17/03/2013
46.9,16/03/2013
47.11,15/03/2013
47.25005,14/03/2013
44.32,13/03/2013
46.79999,12/03/2013
45.01771,11/03/2013
46.93,10/03/2013
46.5,09/03/2013
46.01112,08/03/2013
42,07/03/2013
42.49271,06/03/2013
47.5,05/03/2013
34.25,04/03/2013
36.35,03/03/2013
34.10007,02/03/2013
33.36,01/03/2013
34.87799,28/02/2013
33.50001,27/02/2013
30.4,26/02/2013
31.179,25/02/2013
30.25001,24/02/2013
30.52,23/02/2013
29.27998,22/02/2013
30.901,21/02/2013
29.48,20/02/2013
29.81231,19/02/2013
28.78999,18/02/2013
27.39,17/02/2013
25.6083,16/02/2013
27.07009,15/02/2013
24.3,14/02/2013
26.53092,13/02/2013
26.09999,12/02/2013
23.97,11/02/2013
24.1955,10/02/2013
23.61458,09/02/2013
22.15,08/02/2013
22.15,07/02/2013
22.15,06/02/2013
20.99,05/02/2013
20.79,04/02/2013
21.05,03/02/2013
21.25,02/02/2013
21.1,01/02/2013
21.3,31/01/2013
19.78,30/01/2013
19.7,29/01/2013
19.8,28/01/2013
17.71,27/01/2013
17.99999,26/01/2013
17.61926,25/01/2013
17.97,24/01/2013
19.18999,23/01/2013
17.5889,22/01/2013
16.15,21/01/2013
16.98,20/01/2013
15.89,19/01/2013
15.53,18/01/2013
15.985,17/01/2013
15.39,16/01/2013
14.34,15/01/2013
14.47899,14/01/2013
14.3,13/01/2013
14.31,12/01/2013
14.34999,11/01/2013
14.29999,10/01/2013
13.84,09/01/2013
13.87998,08/01/2013
13.83,07/01/2013
13.54,06/01/2013
13.52999,05/01/2013
13.548,04/01/2013
13.42,03/01/2013
13.464,02/01/2013
13.4,01/01/2013
13.57,31/12/2012
13.59,30/12/2012
13.56998,29/12/2012
13.51,28/12/2012
13.6499,27/12/2012
13.47,26/12/2012
13.45,25/12/2012
13.45,24/12/2012
13.45,23/12/2012
13.63,22/12/2012
13.58998,21/12/2012
13.6475,20/12/2012
13.4,19/12/2012
13.399,18/12/2012
13.399,17/12/2012
13.75,16/12/2012
13.66548,15/12/2012
13.7722,14/12/2012
13.8,13/12/2012
13.79989,12/12/2012
13.63999,11/12/2012
13.53,10/12/2012
13.55,09/12/2012
13.53,08/12/2012
13.69,07/12/2012
13.68,06/12/2012
13.6888,05/12/2012
12.75,04/12/2012
12.96675,03/12/2012
12.67901,02/12/2012
12.66,01/12/2012
12.68778,30/11/2012
12.65,29/11/2012
12.5,28/11/2012
12.40712,27/11/2012
12.52999,26/11/2012
12.46,25/11/2012
12.6,24/11/2012
12.4108,23/11/2012
11.9,22/11/2012
12.28,21/11/2012
11.784,20/11/2012
11.82,19/11/2012
11.79998,18/11/2012
11.832,17/11/2012
11.28,16/11/2012
11.8,15/11/2012
11.114,14/11/2012
11.17,13/11/2012
11.129,12/11/2012
11.18,11/11/2012
11.04,10/11/2012
10.95899,09/11/2012
11.07,08/11/2012
10.97,07/11/2012
11.21603,06/11/2012
10.88997,05/11/2012
10.62,04/11/2012
10.68,03/11/2012
10.60097,02/11/2012
11.17,01/11/2012
11.279,31/10/2012
11.14,30/10/2012
10.69,29/10/2012
10.95,28/10/2012
10.61,27/10/2012
11.56,26/10/2012
11.09988,25/10/2012
11.71,24/10/2012
11.86,23/10/2012
12,22/10/2012
11.81,21/10/2012
11.94,20/10/2012
11.85,19/10/2012
11.967,18/10/2012
11.99,17/10/2012
11.99,16/10/2012
11.99,15/10/2012
12.1,14/10/2012
12,13/10/2012
12.137,12/10/2012
12.16,11/10/2012
12.19,10/10/2012
12.15,09/10/2012
12.58,08/10/2012
12.08,07/10/2012
12.7369,06/10/2012
13.07,05/10/2012
12.99,04/10/2012
13.0899,03/10/2012
12.58,02/10/2012
12.88,01/10/2012
12.481,30/09/2012
12.46,29/09/2012
12.49,28/09/2012
12.444,27/09/2012
12.24,26/09/2012
12.28,25/09/2012
12.22909,24/09/2012
12.4,23/09/2012
12.2749,22/09/2012
12.4433,21/09/2012
12.63,20/09/2012
12.68666,19/09/2012
12.61,18/09/2012
11.98,17/09/2012
11.9625,16/09/2012
11.99,15/09/2012
11.48,14/09/2012
11.75,13/09/2012
11.399,12/09/2012
11.14,11/09/2012
11.19401,10/09/2012
11.127,09/09/2012
11.27,08/09/2012
11.21,07/09/2012
11.29,06/09/2012
10.59,05/09/2012
10.57888,04/09/2012
10.5934,03/09/2012
10.36,02/09/2012
10.18999,01/09/2012
10.42,31/08/2012
11.14,30/08/2012
10.937,29/08/2012
11.20999,28/08/2012
10.99,27/08/2012
12.14999,26/08/2012
10.61913,25/08/2012
10.25,24/08/2012
10.25,23/08/2012
10.25,22/08/2012
10.45,21/08/2012
10.29999,20/08/2012
10.5,19/08/2012
15.37,18/08/2012
15.26014,17/08/2012
15.4,16/08/2012
12.3,15/08/2012
12.67,14/08/2012
12.17887,13/08/2012
11.64,12/08/2012
11.765,11/08/2012
11.59788,10/08/2012
11.35,09/08/2012
12,08/08/2012
11.14999,07/08/2012
11.21,06/08/2012
11.29112,05/08/2012
11.1869,04/08/2012
10.12,03/08/2012
11.1188,02/08/2012
9.8,01/08/2012
9.22,31/07/2012
9.44,30/07/2012
9.15,29/07/2012
8.95,28/07/2012
8.93,27/07/2012
8.95,26/07/2012
8.91,25/07/2012
8.76998,24/07/2012
8.96,23/07/2012
9.53,22/07/2012
9,21/07/2012
9.7,20/07/2012
9.37,19/07/2012
9.27491,18/07/2012
9.39899,17/07/2012
7.8,16/07/2012
8.2899,15/07/2012
7.64877,14/07/2012
7.46,13/07/2012
7.9,12/07/2012
7.32,11/07/2012
6.98,10/07/2012
7.239,09/07/2012
6.896,08/07/2012
6.74,07/07/2012
6.75,06/07/2012
6.73449,05/07/2012
6.71,04/07/2012
6.55,03/07/2012
6.765,02/07/2012
6.69,01/07/2012
6.694,30/06/2012
6.693,29/06/2012
6.58,28/06/2012
6.66897,27/06/2012
6.55555,26/06/2012
6.56,25/06/2012
6.44999,24/06/2012
6.5915,23/06/2012
6.8,22/06/2012
6.79962,21/06/2012
6.8,20/06/2012
6.48,19/06/2012
6.53294,18/06/2012
6.4668,17/06/2012
6.27,16/06/2012
6.599,15/06/2012
6.165,14/06/2012
5.76,13/06/2012
5.96,12/06/2012
5.7,11/06/2012
5.68,10/06/2012
5.62,09/06/2012
5.69999,08/06/2012
5.48,07/06/2012
5.529,06/06/2012
5.47,05/06/2012
5.27,04/06/2012
5.2785,03/06/2012
5.26466,02/06/2012
5.21,01/06/2012
5.27,31/05/2012
5.19,30/05/2012
5.16,29/05/2012
5.15889,28/05/2012
5.16,27/05/2012
5.15,26/05/2012
5.149,25/05/2012
5.15,24/05/2012
5.13,23/05/2012
5.16,22/05/2012
5.12,21/05/2012
5.14,20/05/2012
5.15,19/05/2012
5.14291,18/05/2012
5.1,17/05/2012
5.1345,16/05/2012
5.08998,15/05/2012
5.01,14/05/2012
5.036,13/05/2012
4.99888,12/05/2012
5.1,11/05/2012
5.03188,10/05/2012
5.125,09/05/2012
5.1,08/05/2012
5.1,07/05/2012
5.0947,06/05/2012
5.15,05/05/2012
5.1495,04/05/2012
5.15,03/05/2012
5.04,02/05/2012
5.1789,01/05/2012
5,30/04/2012
5.09,29/04/2012
5.0184,28/04/2012
5.1176,27/04/2012
5.16,26/04/2012
5.18,25/04/2012
5.16,24/04/2012
5.3,23/04/2012
5.21799,22/04/2012
5.3287,21/04/2012
5.19,20/04/2012
5.17,19/04/2012
5.19,18/04/2012
4.99,17/04/2012
5.02207,16/04/2012
4.98,15/04/2012
4.97,14/04/2012
5.03,13/04/2012
4.94464,12/04/2012
4.9,11/04/2012
4.8941,10/04/2012
4.9,09/04/2012
4.94,08/04/2012
4.8,07/04/2012
4.98,06/04/2012
4.96,05/04/2012
4.94486,04/04/2012
4.97,03/04/2012
4.97,02/04/2012
5.08,01/04/2012
4.929,31/03/2012
4.85,30/03/2012
4.83,29/03/2012
4.86092,28/03/2012
4.74,27/03/2012
4.74,26/03/2012
4.73793,25/03/2012
4.81,24/03/2012
4.74896,23/03/2012
4.83,22/03/2012
4.95,21/03/2012
4.87,20/03/2012
4.98,19/03/2012
5.4,18/03/2012
5.37998,17/03/2012
5.3998,16/03/2012
5.45,15/03/2012
5.45,14/03/2012
5.4444,13/03/2012
4.98,12/03/2012
4.95915,11/03/2012
4.99,10/03/2012
4.99,09/03/2012
4.9499,08/03/2012
5,07/03/2012
5.04,06/03/2012
5.05,05/03/2012
5.04,04/03/2012
4.94,03/03/2012
4.77995,02/03/2012
4.98888,01/03/2012
4.98,29/02/2012
4.9,28/02/2012
5,27/02/2012
5.05,26/02/2012
5.00073,25/02/2012
5.07,24/02/2012
4.63,23/02/2012
4.92481,22/02/2012
4.54,21/02/2012
4.38,20/02/2012
4.52,19/02/2012
4.33333,18/02/2012
4.74,17/02/2012
4.76998,16/02/2012
4.73368,15/02/2012
5.69,14/02/2012
5.6,13/02/2012
5.72,12/02/2012
5.94,11/02/2012
6,10/02/2012
5.92525,09/02/2012
5.74,08/02/2012
5.8494,07/02/2012
5.70999,06/02/2012
5.99,05/02/2012
5.9625,04/02/2012
6,03/02/2012
5.77,02/02/2012
6.2,01/02/2012
5.638,31/01/2012
5.72,30/01/2012
5.6,29/01/2012
5.76,28/01/2012
6.08,27/01/2012
5.689,26/01/2012
6.2,25/01/2012
6.47,24/01/2012
6.515,23/01/2012
6.45485,22/01/2012
6.57,21/01/2012
6.55,20/01/2012
6.58,19/01/2012
6.97,18/01/2012
6.95,17/01/2012
6.98,16/01/2012
6.81,15/01/2012
6.98999,14/01/2012
6.75,13/01/2012
7.1,12/01/2012
6.997,11/01/2012
7.138,10/01/2012
7.2,09/01/2012
7.2,08/01/2012
7.2,07/01/2012
6.6,06/01/2012
7.22,05/01/2012
6.399,04/01/2012
5.45,03/01/2012
5.29,02/01/2012
5.4999,01/01/2012
4.47,31/12/2011
4.995,30/12/2011
4.3,29/12/2011
4.09,28/12/2011
4.18888,27/12/2011
4.06,26/12/2011
4.06,25/12/2011
4.3897,24/12/2011
3.9499,23/12/2011
4.08,22/12/2011
3.99199,21/12/2011
4.11,20/12/2011
3.36,19/12/2011
3.70036,18/12/2011
3.25,17/12/2011
3.2,16/12/2011
3.23,15/12/2011
3.1933,14/12/2011
3.33,13/12/2011
3.3,12/12/2011
3.34237,11/12/2011
3.04,10/12/2011
3.04,09/12/2011
3.039,08/12/2011
3.06,07/12/2011
3.082,06/12/2011
3.05,05/12/2011
3.1,04/12/2011
2.99,03/12/2011
3.12999,02/12/2011
3,01/12/2011
3.14,30/11/2011
2.959,29/11/2011
2.51,28/11/2011
2.53899,27/11/2011
2.4965,26/11/2011
2.48,25/11/2011
2.56,24/11/2011
2.46,23/11/2011
2.3,22/11/2011
2.35,21/11/2011
2.29,20/11/2011
2.37,19/11/2011
2.3,18/11/2011
2.38998,17/11/2011
2.67,16/11/2011
2.6,15/11/2011
2.69,14/11/2011
3.11,13/11/2011
3.099,12/11/2011
3.11,11/11/2011
3.09,10/11/2011
3,09/11/2011
3.114,08/11/2011
3.04,07/11/2011
3.0289,06/11/2011
3.05,05/11/2011
3.28,04/11/2011
3.21874,03/11/2011
3.299,02/11/2011
3.38,01/11/2011
3.35,31/10/2011
3.388,30/10/2011
3.39,29/10/2011
3.82717,28/10/2011
3.255,27/10/2011
3,26/10/2011
2.876,25/10/2011
3.04,24/10/2011
3.31,23/10/2011
3.36,22/10/2011
3.3,21/10/2011
2.59,20/10/2011
2.42,19/10/2011
2.64999,18/10/2011
3.87,17/10/2011
3.75996,16/10/2011
3.9009,15/10/2011
4.37,14/10/2011
4.11455,13/10/2011
4.45,12/10/2011
4.23,11/10/2011
4.14001,10/10/2011
4.25937,09/10/2011
4.79,08/10/2011
4.594,07/10/2011
4.85,06/10/2011
5.03,05/10/2011
5.025,04/10/2011
5.03,03/10/2011
5.27,02/10/2011
5.16,01/10/2011
5.3,30/09/2011
4.95,29/09/2011
4.809,28/09/2011
4.989,27/09/2011
5.49,26/09/2011
5.46014,25/09/2011
5.5,24/09/2011
5.8,23/09/2011
5.70653,22/09/2011
5.83001,21/09/2011
5.89,20/09/2011
6.795,19/09/2011
5.6,18/09/2011
5.18,17/09/2011
5.022,16/09/2011
5.23,15/09/2011
6.19,14/09/2011
5.990000001,13/09/2011
6.25,12/09/2011
6.49,11/09/2011
7.4,10/09/2011
6.20892,09/09/2011
7.53,08/09/2011
7.31509,07/09/2011
7.59916,06/09/2011
8.56,05/09/2011
8.467,04/09/2011
8.593999999,03/09/2011
8.46,02/09/2011
8.4989,01/09/2011
8.44934,31/08/2011
9.4,30/08/2011
9.15031,29/08/2011
9.4811,28/08/2011
10.01,27/08/2011
9.11,26/08/2011
10.3,25/08/2011
11.47,24/08/2011
11.4,23/08/2011
11.49,22/08/2011
11.75,21/08/2011
11.59,20/08/2011
11.798,19/08/2011
11.39,18/08/2011
11.67,17/08/2011
11.3,16/08/2011
11.4,15/08/2011
11.89,14/08/2011
11.24,13/08/2011
10.35,12/08/2011
9.89520343,11/08/2011
10.4959,10/08/2011
9.66,09/08/2011
12.1,08/08/2011
8.89,07/08/2011
11.42,06/08/2011
11,05/08/2011
11.55,04/08/2011
13.37,03/08/2011
13.1,02/08/2011
13.45,01/08/2011
14.06,31/07/2011
14.8999,30/07/2011
13.8,29/07/2011
14.1,28/07/2011
14,27/07/2011
14.13,26/07/2011
14.16,25/07/2011
14.7399,24/07/2011
13.979999,23/07/2011
13.94,22/07/2011
13.9389,21/07/2011
13.9389,20/07/2011
13.93,19/07/2011
14.7,18/07/2011
13.6901,17/07/2011
14.25,16/07/2011
14.1,15/07/2011
14.3,14/07/2011
14.52,13/07/2011
14.15,12/07/2011
14.63988,11/07/2011
15.16,10/07/2011
15.68,09/07/2011
15,08/07/2011
16.44,07/07/2011
16.25,06/07/2011
16.5,05/07/2011
15.74,04/07/2011
15.85,03/07/2011
15.7,02/07/2011
17.38,01/07/2011
17,30/06/2011
17.5,29/06/2011
17.89,28/06/2011
17.52,27/06/2011
18,26/06/2011
16.95,25/06/2011
17.6,24/06/2011
16.7501,23/06/2011
15.39,22/06/2011
15.05,21/06/2011
15.5,20/06/2011
17.6,19/06/2011
18.8766,18/06/2011
17.2,17/06/2011
19.99,16/06/2011
19.96,15/06/2011
20,14/06/2011
24.87,13/06/2011
24.5,12/06/2011
24.99,11/06/2011
32.34,10/06/2011
35,09/06/2011
31.5,08/06/2011
19.19,07/06/2011
19.06,06/06/2011
19.23,05/06/2011
15.05,04/06/2011
17.41,03/06/2011
14.3,02/06/2011
9.47,01/06/2011
9.391,31/05/2011
9.4998,30/05/2011
8.68,29/05/2011
8.4992,28/05/2011
8.735,27/05/2011
7.95,26/05/2011
9.33,25/05/2011
7.51,24/05/2011
6.81,23/05/2011
7.45,22/05/2011
6.61,21/05/2011
7.28,20/05/2011
7.1,19/05/2011
7.34,18/05/2011
8.47,17/05/2011
8.38901,16/05/2011
8.5,15/05/2011
8.56,14/05/2011
8.9,13/05/2011
8.45,12/05/2011
5.41,11/05/2011
6.065,10/05/2011
5.2,09/05/2011
3.75,08/05/2011
3.9,07/05/2011
3.7,06/05/2011
3.56,05/05/2011
3.5,04/05/2011
3.58,03/05/2011
3.95,02/05/2011
3.495,01/05/2011
4.09,30/04/2011
2.66,29/04/2011
2.7,28/04/2011
2.65,27/04/2011
1.71,26/04/2011
1.73,25/04/2011
1.701,24/04/2011
1.38,23/04/2011
1.549,22/04/2011
1.332,21/04/2011
1.19,20/04/2011
1.1979,19/04/2011
1.19,18/04/2011
1.09,17/04/2011
1.085,16/04/2011
1.095,15/04/2011
0.99,14/04/2011
0.94,13/04/2011
1,12/04/2011
0.76,11/04/2011
0.781,10/04/2011
0.758899,09/04/2011
0.78,08/04/2011
0.799,07/04/2011
0.7677,06/04/2011
0.77,05/04/2011
0.71,04/04/2011
0.79,03/04/2011
0.8,02/04/2011
0.79697,01/04/2011
0.79997,31/03/2011
0.8,30/03/2011
0.795,29/03/2011
0.8,28/03/2011
0.9,27/03/2011
0.8958,26/03/2011
0.905,25/03/2011
0.86,24/03/2011
0.9,23/03/2011
0.85,22/03/2011
0.79,21/03/2011
0.7883,20/03/2011
0.79,19/03/2011
0.87,18/03/2011
0.850617,17/03/2011
0.88,16/03/2011
0.9,15/03/2011
0.899885,14/03/2011
0.9,13/03/2011
0.93,12/03/2011
0.9197,11/03/2011
0.9329,10/03/2011
0.9,09/03/2011
0.883751,08/03/2011
0.9072,07/03/2011
0.92,06/03/2011
0.910445,05/03/2011
0.918901,04/03/2011
0.95,03/03/2011
0.94,02/03/2011
0.9498,01/03/2011
0.96,28/02/2011
0.949231,27/02/2011
0.96,26/02/2011
0.96,25/02/2011
1,24/02/2011
0.9499,23/02/2011
0.88,22/02/2011
0.869499,21/02/2011
0.8796,20/02/2011
1.04,19/02/2011
1.02,18/02/2011
1.05019,17/02/2011
1.08,16/02/2011
1.05019,15/02/2011
1.085,14/02/2011
1.09,13/02/2011
1.08,12/02/2011
1.0899,11/02/2011
0.97,10/02/2011
1.1,09/02/2011
0.935,08/02/2011
0.92,07/02/2011
0.90585,06/02/2011
0.92,05/02/2011
0.78,04/02/2011
0.88,03/02/2011
0.75,02/02/2011
0.61,01/02/2011
0.95,31/01/2011
0.5,30/01/2011
0.45,29/01/2011
0.446,28/01/2011
0.45,27/01/2011
0.43,26/01/2011
0.425,25/01/2011
0.425,24/01/2011
0.43,23/01/2011
0.4443,22/01/2011
0.4299,21/01/2011
0.35,20/01/2011
0.3675,19/01/2011
0.3401,18/01/2011
0.4,17/01/2011
0.4,16/01/2011
0.4,15/01/2011
0.42,14/01/2011
0.45,13/01/2011
0.405,12/01/2011
0.33,11/01/2011
0.329,10/01/2011
0.329,09/01/2011
0.32,08/01/2011
0.322898,07/01/2011
0.322,06/01/2011
0.3,05/01/2011
0.298998,04/01/2011
0.299899,03/01/2011
0.3,02/01/2011
0.299996,01/01/2011
0.299998,31/12/2010
0.3,30/12/2010
0.299999,29/12/2010
0.301,28/12/2010
0.27,27/12/2010
0.265,26/12/2010
0.269999,25/12/2010
0.25,24/12/2010
0.25,23/12/2010
0.25,22/12/2010
0.27,21/12/2010
0.26909,20/12/2010
0.275,19/12/2010
0.25,18/12/2010
0.249,17/12/2010
0.255,16/12/2010
0.23,15/12/2010
0.2468,14/12/2010
0.23,13/12/2010
0.23,12/12/2010
0.228,11/12/2010
0.2275,10/12/2010
0.25,09/12/2010
0.2388,08/12/2010
0.2477,07/12/2010
0.23,06/12/2010
0.225,05/12/2010
0.235,04/12/2010
0.25,03/12/2010
0.2553,02/12/2010
0.25,01/12/2010
0.28,30/11/2010
0.275,29/11/2010
0.279,28/11/2010
0.29,27/11/2010
0.284399,26/11/2010
0.289,25/11/2010
0.29,24/11/2010
0.28299,23/11/2010
0.2879,22/11/2010
0.29,21/11/2010
0.29,20/11/2010
0.289,19/11/2010
0.28,18/11/2010
0.289999,17/11/2010
0.28,16/11/2010
0.3,15/11/2010
0.2828,14/11/2010
0.299,13/11/2010
0.24,12/11/2010
0.251,11/11/2010
0.24,10/11/2010
0.36,09/11/2010
0.3368,08/11/2010
0.37,07/11/2010
0.25,06/11/2010
0.29,05/11/2010
0.2399,04/11/2010
0.21,03/11/2010
0.275,02/11/2010
0.1955,01/11/2010
0.19,31/10/2010
0.199,30/10/2010
0.1919,29/10/2010
0.19,28/10/2010
0.19001,27/10/2010
0.19,26/10/2010
0.18,25/10/2010
0.15,24/10/2010
0.19,23/10/2010
0.11,22/10/2010
0.107,21/10/2010
0.109,20/10/2010
0.1,19/10/2010
0.1024,18/10/2010
0.103,17/10/2010
0.12,16/10/2010
0.109,15/10/2010
0.119,14/10/2010
0.1,13/10/2010
0.095,12/10/2010
0.099,11/10/2010
0.12,10/10/2010
0.12,09/10/2010
0.12001,08/10/2010
0.06,07/10/2010
0.0638,06/10/2010
0.0633,05/10/2010
0.06,04/10/2010
0.062,03/10/2010
0.0614,02/10/2010
0.06,01/10/2010
0.061999,30/09/2010
0.06192,29/09/2010
0.06,28/09/2010
0.06271,27/09/2010
0.062206,26/09/2010
0.06,25/09/2010
0.0624,24/09/2010
0.06281,23/09/2010
0.06,22/09/2010
0.0628,21/09/2010
0.0633,20/09/2010
0.06,19/09/2010
0.062599,18/09/2010
0.0609,17/09/2010
0.15,16/09/2010
0.0619,15/09/2010
0.175,14/09/2010
0.06,13/09/2010
0.06201,12/09/2010
0.064999,11/09/2010
0.06,10/09/2010
0.06201,09/09/2010
0.0624,08/09/2010
0.06,07/09/2010
0.06185,06/09/2010
0.064,05/09/2010
0.06,04/09/2010
0.0613,03/09/2010
0.0634,02/09/2010
0.06,01/09/2010
0.0649,31/08/2010
0.06497,30/08/2010
0.06,29/08/2010
0.0648,28/08/2010
0.065,27/08/2010
0.07,26/08/2010
0.066499,25/08/2010
0.0665,24/08/2010
0.07,23/08/2010
0.066,22/08/2010
0.0664,21/08/2010
0.07,20/08/2010
0.0667,19/08/2010
0.0688,18/08/2010
0,17/08/2010
0.0769,16/08/2010
0,15/08/2010
0,14/08/2010
0,13/08/2010
0,12/08/2010
0,11/08/2010
0,10/08/2010
0,09/08/2010
0,08/08/2010
0,07/08/2010
0,06/08/2010
