Value,Date,200wma
574.33,2014-05-27,116.88897567673571
572.7,2014-05-28,117.29804710530713
609.03,2014-05-29,117.73306853387857
620.45,2014-05-30,118.17624710530714
621.3,2014-05-31,118.62003281959285
631.49,2014-06-01,119.07109710530715
673.9,2014-06-02,119.55245424816428
662.0,2014-06-03,120.02531139102143
658.72,2014-06-04,120.49582567673572
655.75,2014-06-05,120.96421853387857
661.48,2014-06-06,121.43670424816429
652.0,2014-06-07,121.90241853387857
650.93,2014-06-08,122.36736853387858
657.11,2014-06-09,122.83673281959285
639.99,2014-06-10,123.29386853387858
617.0,2014-06-11,123.73458281959286
624.97,2014-06-12,124.18098996245001
557.92,2014-06-13,124.57950424816428
560.49,2014-06-14,124.97985424816427
572.28,2014-06-15,125.38862567673573
597.65,2014-06-16,125.81546360530716
604.6,2014-06-17,126.24732074816431
608.0,2014-06-18,126.68155731959287
593.33,2014-06-19,127.10531681959287
590.99,2014-06-20,127.52740253387857
593.48,2014-06-21,127.95126939102143
591.5,2014-06-22,128.37372224816428
585.54,2014-06-23,128.79191510530714
588.25,2014-06-24,129.21204617673573
569.0,2014-06-25,129.6184272488786
588.97,2014-06-26,130.03907010602143
577.34,2014-06-27,130.45140939173572
596.0,2014-06-28,130.87707739173572
620.0,2014-06-29,131.31989167745002
599.99,2014-06-30,131.74840955602141
654.0,2014-07-01,132.2155060560214
644.04,2014-07-02,132.67549177030713
650.49,2014-07-03,133.1400821988786
632.78,2014-07-04,133.59202412745
634.49,2014-07-05,134.04518841316425
631.0,2014-07-06,134.49585698459285
623.7,2014-07-07,134.94131280602144
624.84,2014-07-08,135.38758423459285
624.97,2014-07-09,135.83394680602143
630.31,2014-07-10,136.28412394173571
631.98,2014-07-11,136.73549537030715
634.0,2014-07-12,137.18830608530715
622.8,2014-07-13,137.63311893530715
623.17,2014-07-14,138.07819750673573
621.21,2014-07-15,138.52179393530713
626.0,2014-07-16,138.9688925781643
629.86,2014-07-17,139.41868543530714
625.8,2014-07-18,139.86564193530714
623.77,2014-07-19,140.31114722173572
619.14,2014-07-20,140.75334722173574
627.0,2014-07-21,141.20115915030715
622.01,2014-07-22,141.64540715030714
601.18,2014-07-23,142.07477857887858
620.43,2014-07-24,142.51789800030713
595.88,2014-07-25,142.94348200030714
592.51,2014-07-26,143.36666057173574
595.9,2014-07-27,143.79225899602142
581.5,2014-07-28,144.20757134602144
573.48,2014-07-29,144.61715706030714
585.5,2014-07-30,145.03532711744998
601.94,2014-07-31,145.46523997530713
591.59,2014-08-01,145.88776140387856
595.76,2014-08-02,146.31326040387856
593.94,2014-08-03,146.73745897530716
580.21,2014-08-04,147.15185183244998
588.5,2014-08-05,147.57216376102141
587.24,2014-08-06,147.99157533245
589.3,2014-08-07,148.41246104673573
585.02,2014-08-08,148.83024675387855
588.99,2014-08-09,149.25086818245
578.97,2014-08-10,149.6643324681643
590.74,2014-08-11,150.08621889673572
550.14,2014-08-12,150.47910818245
521.66,2014-08-13,150.85165103959287
549.98,2014-08-14,151.2444088967357
509.0,2014-08-15,151.6079024681643
491.88,2014-08-16,151.95915961102145
523.88,2014-08-17,152.33328603959288
487.5,2014-08-18,152.68142718245002
507.3,2014-08-19,153.0437128967357
490.0,2014-08-20,153.39363503959285
518.25,2014-08-21,153.76373718245
503.88,2014-08-22,154.1235728967357
515.69,2014-08-23,154.49178718245
503.79,2014-08-24,154.85153003959286
512.79,2014-08-25,155.21768003959286
501.55,2014-08-26,155.57579432530716
509.39,2014-08-27,155.93950860387858
511.99,2014-08-28,156.30508003245
506.61,2014-08-29,156.66680724673571
477.98,2014-08-30,157.00807938959287
482.59,2014-08-31,157.3526508181643
478.87,2014-09-01,157.69456117530714
472.76,2014-09-02,158.0320504610214
486.0,2014-09-03,158.3790433181643
474.5,2014-09-04,158.71780053245
481.09,2014-09-05,159.0612291038786
480.62,2014-09-06,159.40435053245
479.59,2014-09-07,159.74665053245
466.48,2014-09-08,160.07960996102145
485.03,2014-09-09,160.4258028181643
473.35,2014-09-10,160.76373853245
470.43,2014-09-11,161.09958067530715
479.86,2014-09-12,161.44216638959284
474.62,2014-09-13,161.78096710387857
475.3,2014-09-14,162.12026510387858
468.0,2014-09-15,162.45433653245001
470.83,2014-09-16,162.79044367530713
428.19,2014-09-17,163.09608653316428
398.89,2014-09-18,163.3808079617357
425.56,2014-09-19,163.68457296173574
406.3,2014-09-20,163.97458010459286
400.98,2014-09-21,164.26078724745
401.15,2014-09-22,164.54711731887858
431.91,2014-09-23,164.85542232602143
408.08,2014-09-24,165.14670089745
423.68,2014-09-25,165.44912304030714
400.74,2014-09-26,165.73516275530713
380.0,2014-09-27,166.00638418387857
400.39,2014-09-28,166.29217775530714
382.67,2014-09-29,166.56531704102144
385.27,2014-09-30,166.8403098981643
390.18,2014-10-01,167.11883132673574
363.75,2014-10-02,167.3784703981643
336.0,2014-10-03,167.6182918267357
358.9,2014-10-04,167.87448111245
331.2,2014-10-05,168.1108918267357
330.7,2014-10-06,168.3469418267357
327.61,2014-10-07,168.58077204102142
378.94,2014-10-08,168.85127289816427
358.97,2014-10-09,169.10750146959285
363.61,2014-10-10,169.3670603981643
364.83,2014-10-11,169.6274903981643
381.46,2014-10-12,169.89979754102143
380.8,2014-10-13,170.17163325530714
394.0,2014-10-14,170.45288554102143
378.02,2014-10-15,170.72273554102142
394.84,2014-10-16,171.00458196959286
389.68,2014-10-17,171.28274696959286
388.99,2014-10-18,171.56041839816427
391.0,2014-10-19,171.83950768387857
387.0,2014-10-20,172.1157440481643
385.1,2014-10-21,172.39062261959288
385.89,2014-10-22,172.66607976244998
358.46,2014-10-23,172.9219440481643
348.89,2014-10-24,173.17097261959285
358.49,2014-10-25,173.42684404887856
356.5,2014-10-26,173.68129762030713
354.94,2014-10-27,173.93463333459283
350.9,2014-10-28,174.1850611917357
337.0,2014-10-29,174.42556119244998
340.95,2014-10-30,174.66888262102142
345.3,2014-10-31,174.91531119387858
326.41,2014-11-01,175.1482469110214
325.81,2014-11-02,175.38075405387858
324.36,2014-11-03,175.61222555459287
341.99,2014-11-04,175.85629055602143
347.96,2014-11-05,176.10461912745
338.63,2014-11-06,176.34626769887856
345.84,2014-11-07,176.59306562887855
356.34,2014-11-08,176.84736562887858
346.94,2014-11-09,177.09494491459287
365.04,2014-11-10,177.3554527717357
430.07,2014-11-11,177.66240991459287
369.41,2014-11-12,177.92598491459287
396.56,2014-11-13,178.20892062887856
373.14,2014-11-14,178.47514920030713
399.11,2014-11-15,178.75994205745
378.48,2014-11-16,179.02999920030715
379.91,2014-11-17,179.30107777173572
388.87,2014-11-18,179.57859912887858
361.7,2014-11-19,179.83669377173572
356.9,2014-11-20,180.09137234316427
356.47,2014-11-21,180.34568670030714
362.99,2014-11-22,180.60464791459287
384.0,2014-11-23,180.87862648602143
367.12,2014-11-24,181.14055148602142
371.44,2014-11-25,181.40556220030714
372.62,2014-11-26,181.67141220030715
366.86,2014-11-27,181.93313362887858
377.22,2014-11-28,182.20225791459285
375.96,2014-11-29,182.4704793431643
375.59,2014-11-30,182.7384007717357
381.93,2014-12-01,183.01052934316428
378.25,2014-12-02,183.28027220030714
379.62,2014-12-03,183.55089362887855
373.98,2014-12-04,183.81739362887856
374.05,2014-12-05,184.08401505745
376.0,2014-12-06,184.35192934316427
367.01,2014-12-07,184.61343230745
350.29,2014-12-08,184.86298230745
362.99,2014-12-09,185.12159302173572
356.1,2014-12-10,185.37516445030715
355.08,2014-12-11,185.62810016459284
348.97,2014-12-12,185.87658595030715
353.28,2014-12-13,186.12815737887857
352.15,2014-12-14,186.3789145217357
357.8,2014-12-15,186.63371095030715
318.2,2014-12-16,186.86024652887858
317.7,2014-12-17,187.08640367173572
321.34,2014-12-18,187.31518210745
325.7,2014-12-19,187.54709639316428
326.93,2014-12-20,187.77987496459284
331.52,2014-12-21,188.01604667887855
336.96,2014-12-22,188.25611132244998
327.59,2014-12-23,188.48947560816424
336.95,2014-12-24,188.72947567959287
328.09,2014-12-25,188.9631113938786
314.45,2014-12-26,189.18703282245002
329.94,2014-12-27,189.4220185367357
314.49,2014-12-28,189.6459762288786
313.09,2014-12-29,189.86892622887856
313.4,2014-12-30,190.0921049431643
315.7,2014-12-31,190.31693351459288
316.15,2015-01-01,190.54207637173567
314.81,2015-01-02,190.76628429959283
270.93,2015-01-03,190.95915541030712
276.8,2015-01-04,191.1562125531643
263.17,2015-01-05,191.34354312459286
276.8,2015-01-06,191.54062615959285
276.8,2015-01-07,191.73769758816425
297.99,2015-01-08,191.94988123102144
278.0,2015-01-09,192.1477957310214
272.25,2015-01-10,192.3415957310214
275.97,2015-01-11,192.53807430244998
230.89,2015-01-12,192.70235295602146
176.5,2015-01-13,192.82778152745
222.0,2015-01-14,192.98572438459286
205.35,2015-01-15,193.13179537245003
197.12,2015-01-16,193.27197394387855
208.13,2015-01-17,193.42007394387858
212.39,2015-01-18,193.57121801530712
212.99,2015-01-19,193.72278944387858
216.01,2015-01-20,193.8764751581643
233.9,2015-01-21,194.04290372959284
233.03,2015-01-22,194.20873944387859
233.51,2015-01-23,194.37488587245
247.11,2015-01-24,194.55075315816427
271.47,2015-01-25,194.74401744387856
254.32,2015-01-26,194.92510315816426
249.25,2015-01-27,195.10257101530712
233.19,2015-01-28,195.26856387245
236.2,2015-01-29,195.43670675102143
229.7,2015-01-30,195.60020891530715
220.72,2015-01-31,195.75729462959285
219.25,2015-02-01,195.9133374867357
236.51,2015-02-02,196.08176605816428
222.56,2015-02-03,196.2401874867357
227.53,2015-02-04,196.4021605581643
220.47,2015-02-05,196.55906841530714
225.16,2015-02-06,196.71933984387857
222.36,2015-02-07,196.87762634459284
220.39,2015-02-08,197.03448991602144
220.16,2015-02-09,197.1912042017357
219.93,2015-02-10,197.34758277316428
221.83,2015-02-11,197.50536134459287
239.94,2015-02-12,197.67603991602144
222.33,2015-02-13,197.83406491602142
243.99,2015-02-14,198.00756848745002
235.86,2015-02-15,198.17526134459285
234.18,2015-02-16,198.34168277316428
234.87,2015-02-17,198.50859141602143
241.59,2015-02-18,198.68030570173573
237.44,2015-02-19,198.8489542731643
245.66,2015-02-20,199.0233192731643
236.0,2015-02-21,199.19090498745
245.41,2015-02-22,199.36498284459287
240.1,2015-02-23,199.53524713030714
238.59,2015-02-24,199.70444713030716
239.94,2015-02-25,199.87393998745
254.0,2015-02-26,200.05343998745002
252.98,2015-02-27,200.23223998745001
252.11,2015-02-28,200.40939713030713
263.81,2015-03-01,200.5953364160214
275.8,2015-03-02,200.78951498744996
275.87,2015-03-03,200.98400784459284
265.63,2015-03-04,201.17124355887856
272.12,2015-03-05,201.36307213030713
273.11,2015-03-06,201.55550784459288
273.87,2015-03-07,201.74834355887856
287.48,2015-03-08,201.95100784459285
275.0,2015-03-09,202.1437221303071
293.29,2015-03-10,202.34888284459282
297.39,2015-03-11,202.55743998744998
296.56,2015-03-12,202.76323284459284
284.21,2015-03-13,202.95988284459287
283.57,2015-03-14,203.1563185588786
282.2,2015-03-15,203.35181855887862
287.02,2015-03-16,203.55084069459284
265.85,2015-03-17,203.73468355173574
284.48,2015-03-18,203.93264069459283
259.8,2015-03-19,204.11314069459286
257.83,2015-03-20,204.29210498030713
262.1,2015-03-21,204.47459783744998
266.07,2015-03-22,204.65932640887854
247.83,2015-03-23,204.83148355173572
265.99,2015-03-24,205.01611212316428
251.98,2015-03-25,205.1894335517357
248.63,2015-03-26,205.36134783744998
249.23,2015-03-27,205.53312998030717
244.05,2015-03-28,205.70138055173572
245.18,2015-03-29,205.8703091231643
242.34,2015-03-30,206.03662355173574
242.7,2015-03-31,206.20327283745
252.44,2015-04-01,206.37682283744996
246.49,2015-04-02,206.54267283744997
253.77,2015-04-03,206.71150140887858
257.03,2015-04-04,206.88434426602143
253.67,2015-04-05,207.05180140887856
255.48,2015-04-06,207.22067283745
245.89,2015-04-07,207.38260140887857
253.9,2015-04-08,207.54145855173573
235.71,2015-04-09,207.68482283744999
236.7,2015-04-10,207.83079426602146
236.0,2015-04-11,207.98151569459284
225.99,2015-04-12,208.12543712316426
216.0,2015-04-13,208.2619585517357
223.01,2015-04-14,208.40696569459286
229.62,2015-04-15,208.55672283745
222.67,2015-04-16,208.70149426602143
227.5,2015-04-17,208.8517085517357
225.72,2015-04-18,208.99945383745
224.63,2015-04-19,209.14733240887858
222.61,2015-04-20,209.2952681231643
237.34,2015-04-21,209.45404669459285
235.48,2015-04-22,209.61125383745002
233.59,2015-04-23,209.76613948030715
228.6,2015-04-24,209.91685376602143
218.42,2015-04-25,210.0607609088786
226.29,2015-04-26,210.20953948030717
222.66,2015-04-27,210.35606805173572
225.69,2015-04-28,210.50449662316427
225.2,2015-04-29,210.65285376602142
233.43,2015-04-30,210.80744662316428
234.13,2015-05-01,210.96226805173572
230.97,2015-05-02,211.11603233744998
236.17,2015-05-03,211.27340376602146
234.66,2015-05-04,211.42977519459288
238.25,2015-05-05,211.58816805173572
233.99,2015-05-06,211.74369662316428
244.72,2015-05-07,211.90675376602144
237.16,2015-05-08,212.06543948030713
239.35,2015-05-09,212.22520376602142
244.19,2015-05-10,212.38879662316427
239.11,2015-05-11,212.5491324231643
242.72,2015-05-12,212.71239670887854
238.32,2015-05-13,212.87225385173573
235.97,2015-05-14,213.0305895660214
236.63,2015-05-15,213.1895395660214
235.78,2015-05-16,213.34777528030716
236.63,2015-05-17,213.50701806602143
232.04,2015-05-18,213.66226092316427
234.6,2015-05-19,213.8198823517357
231.4,2015-05-20,213.97521170887856
240.5,2015-05-21,214.1370410660214
238.77,2015-05-22,214.2976339231643
238.8,2015-05-23,214.45821963816428
235.65,2015-05-24,214.61601256673575
235.94,2015-05-25,214.77442685245
235.59,2015-05-26,214.93261256673568
236.48,2015-05-27,215.09152685245
235.87,2015-05-28,215.24993399530715
236.44,2015-05-29,215.40896256673574
231.95,2015-05-30,215.56399835244997
222.4,2015-05-31,215.71281263816428
228.34,2015-06-01,215.86630549530716
226.29,2015-06-02,216.0185840667357
225.54,2015-06-03,216.1701340667357
225.4,2015-06-04,216.32288406673572
224.49,2015-06-05,216.4753769238786
222.6,2015-06-06,216.6262197810214
224.99,2015-06-07,216.7805769238786
230.1,2015-06-08,216.93629120959284
228.01,2015-06-09,217.09225549530717
228.88,2015-06-10,217.24824413816427
229.98,2015-06-11,217.4054475642857
230.22,2015-06-12,217.56249756428576
229.6,2015-06-13,217.71846899285714
236.46,2015-06-14,217.8788761357143
245.35,2015-06-15,218.04598327857144
236.0,2015-06-16,218.20648327857143
248.25,2015-06-17,218.37546899285715
246.45,2015-06-18,218.54336899285715
248.26,2015-06-19,218.7122704214286
242.47,2015-06-20,218.87718470714285
246.35,2015-06-21,219.04475613571424
243.55,2015-06-22,219.21051327857143
240.64,2015-06-23,219.3742561357143
241.92,2015-06-24,219.53886327857143
240.2,2015-06-25,219.70307756428573
248.5,2015-06-26,219.8740704214286
248.76,2015-06-27,220.04460613571428
251.21,2015-06-28,220.21726963571427
262.53,2015-06-29,220.39825512857144
257.85,2015-06-30,220.57571941428571
262.43,2015-07-01,220.7571341714286
255.1,2015-07-02,220.9332778142857
257.92,2015-07-03,221.11146352857142
256.12,2015-07-04,221.28826781428643
273.37,2015-07-05,221.47748424285786
267.26,2015-07-06,221.6622699571436
268.53,2015-07-07,221.84864912857213
270.68,2015-07-08,222.0367669214293
286.98,2015-07-09,222.23637406428645
269.0,2015-07-10,222.42408197857216
309.3,2015-07-11,222.63972483571501
289.9,2015-07-12,222.84216055000067
310.55,2015-07-13,223.05951769285787
290.95,2015-07-14,223.26306054999998
275.76,2015-07-15,223.45561055
285.66,2015-07-16,223.65591769285717
278.08,2015-07-17,223.85095912142856
276.09,2015-07-18,224.04446626428572
276.74,2015-07-19,224.23813769285712
278.97,2015-07-20,224.43254840714286
277.54,2015-07-21,224.62658412142855
276.76,2015-07-22,224.82010554285716
287.3,2015-07-23,225.02124373571428
287.12,2015-07-24,225.22218659285713
289.0,2015-07-25,225.42468659285714
290.79,2015-07-26,225.6284936357143
295.24,2015-07-27,225.83545792142857
293.93,2015-07-28,226.04184435000002
287.56,2015-07-29,226.24380935000002
284.78,2015-07-30,226.44368792142856
288.45,2015-07-31,226.64593792142858
280.69,2015-08-01,226.8427450642857
284.39,2015-08-02,227.04211649285716
282.26,2015-08-03,227.24013792142858
282.69,2015-08-04,227.43847006428572
277.1,2015-08-05,227.63280577857142
281.0,2015-08-06,227.8300557785714
269.89,2015-08-07,228.01955292142856
265.42,2015-08-08,228.20571720714287
262.22,2015-08-09,228.38997480000003
265.85,2015-08-10,228.57691050714286
267.89,2015-08-11,228.76523907857145
270.98,2015-08-12,228.95561765
266.99,2015-08-13,229.1433858285714
265.41,2015-08-14,229.32984297142858
265.93,2015-08-15,229.51700661428572
257.47,2015-08-16,229.69822807142856
257.45,2015-08-17,229.87935664285715
256.66,2015-08-18,230.06079236428573
233.29,2015-08-19,230.22569950714288
233.23,2015-08-20,230.3904423642857
235.31,2015-08-21,230.55616379285715
226.04,2015-08-22,230.7152209357143
228.68,2015-08-23,230.87619950714287
228.14,2015-08-24,231.03698522142855
222.02,2015-08-25,231.19351665
228.84,2015-08-26,231.3548309357143
225.04,2015-08-27,231.51324879285713
234.17,2015-08-28,231.67777938571425
228.22,2015-08-29,231.83837224285716
229.63,2015-08-30,231.99997367142856
230.94,2015-08-31,232.1625379571429
228.32,2015-09-01,232.3232093857143
227.97,2015-09-02,232.48368867142858
227.42,2015-09-03,232.6438324285714
230.8,2015-09-04,232.80634671428572
230.73,2015-09-05,232.9689752857143
240.2,2015-09-06,233.1383832142857
241.31,2015-09-07,233.30857607142858
240.47,2015-09-08,233.47811607142856
240.08,2015-09-09,233.64745892857144
239.68,2015-09-10,233.81645178571426
238.81,2015-09-11,233.98480892857143
235.13,2015-09-12,234.15054535714285
229.86,2015-09-13,234.31250964285715
230.0,2015-09-14,234.47487392857144
230.0,2015-09-15,234.63730249999998
227.86,2015-09-16,234.7981525
228.33,2015-09-17,234.95953822857143
232.99,2015-09-18,235.1243168
230.71,2015-09-19,235.2874168
230.25,2015-09-20,235.45024537142857
226.56,2015-09-21,235.61039537142858
229.43,2015-09-22,235.77263108571427
230.42,2015-09-23,235.93545965714284
233.9,2015-09-24,236.10070251428573
235.79,2015-09-25,236.26735251428568
235.22,2015-09-26,236.4335835857143
238.94,2015-09-27,236.60244145
237.68,2015-09-28,236.77042002142855
239.14,2015-09-29,236.9391207357143
238.98,2015-09-30,237.10757787857142
237.78,2015-10-01,237.27527787857144
238.03,2015-10-02,237.44306360000002
239.47,2015-10-03,237.6119778857143
239.22,2015-10-04,237.78063502857142
238.4,2015-10-05,237.9487421714286
245.25,2015-10-06,238.12171931428574
243.91,2015-10-07,238.29375502857144
243.01,2015-10-08,238.4651628857143
245.79,2015-10-09,238.6385557428571
248.08,2015-10-10,238.81358431428572
245.72,2015-10-11,238.98671119285714
249.58,2015-10-12,239.1626254785714
254.6,2015-10-13,239.34210405000005
249.98,2015-10-14,239.5183802642857
262.31,2015-10-15,239.70343740714284
269.07,2015-10-16,239.89334455
262.26,2015-10-17,240.07835169285715
262.44,2015-10-18,240.2631657214286
264.16,2015-10-19,240.44945143571428
263.59,2015-10-20,240.63479429285715
269.1,2015-10-21,240.82415715714285
273.95,2015-10-22,241.01692144285718
274.35,2015-10-23,241.2100643714286
279.9,2015-10-24,241.40685744285716
295.01,2015-10-25,241.6146788714286
282.8,2015-10-26,241.81377887142858
294.73,2015-10-27,242.02130824285715
298.95,2015-10-28,242.23192252857146
304.79,2015-10-29,242.44655824285712
329.2,2015-10-30,242.67813324285711
310.92,2015-10-31,242.8970261
310.18,2015-11-01,243.11465474285717
340.69,2015-11-02,243.3542261714286
409.0,2015-11-03,243.64247617142863
404.5,2015-11-04,243.92683402857145
400.0,2015-11-05,244.2073911714286
388.38,2015-11-06,244.48009117142854
373.69,2015-11-07,244.74186974285712
381.51,2015-11-08,245.00923402857143
378.8,2015-11-09,245.2746626
380.62,2015-11-10,245.54143545714285
309.9,2015-11-11,245.75779474285713
331.6,2015-11-12,245.9895804571429
340.81,2015-11-13,246.22819474285717
331.9,2015-11-14,246.46027332142856
322.33,2015-11-15,246.68564475
318.97,2015-11-16,246.90849475
335.95,2015-11-17,247.14349475
334.46,2015-11-18,247.37741617857142
333.66,2015-11-19,247.61104475
320.62,2015-11-20,247.83538046428572
325.56,2015-11-21,248.0632304642857
326.31,2015-11-22,248.2916984285714
324.49,2015-11-23,248.51882342857147
321.1,2015-11-24,248.74355914285715
319.64,2015-11-25,248.96744485714285
348.0,2015-11-26,249.2119527142857
359.54,2015-11-27,249.46442414285715
358.0,2015-11-28,249.71602414285715
363.98,2015-11-29,249.97200985714287
372.53,2015-11-30,250.234017
377.27,2015-12-01,250.49946842857145
360.98,2015-12-02,250.75288271428573
362.49,2015-12-03,251.0076827142857
361.47,2015-12-04,251.26158985714287
390.04,2015-12-05,251.53593092857145
390.04,2015-12-06,251.81025235714282
387.3,2015-12-07,252.08281664999996
394.99,2015-12-08,252.3607742214286
414.01,2015-12-09,252.65239564999996
416.49,2015-12-10,252.9456561857143
444.29,2015-12-11,253.25872047142857
426.06,2015-12-12,253.55880618571427
436.2,2015-12-13,253.8662919
445.6,2015-12-14,254.1805776142857
459.48,2015-12-15,254.50471332857146
463.98,2015-12-16,254.8327464142857
453.39,2015-12-17,255.1531892857143
458.95,2015-12-18,255.477625
463.0,2015-12-19,255.80524405
434.98,2015-12-20,256.11271547857143
438.7,2015-12-21,256.42294405
438.35,2015-12-22,256.7328083357143
441.4,2015-12-23,257.04457632857145
453.95,2015-12-24,257.3655191857143
456.0,2015-12-25,257.68761204285715
417.99,2015-12-26,257.9826043785714
418.46,2015-12-27,258.27789723571425
422.42,2015-12-28,258.5760543785714
431.13,2015-12-29,258.88050437857146
428.0,2015-12-30,259.18266152142854
428.23,2015-12-31,259.48497660714287
432.33,2016-01-01,259.79036949999994
433.94,2016-01-02,260.09679807142857
432.76,2016-01-03,260.4023123571428
433.0,2016-01-04,260.7079909285714
431.9,2016-01-05,261.01289092857144
432.43,2016-01-06,261.3181980714286
453.71,2016-01-07,261.63874100000004
447.04,2016-01-08,261.954491
452.64,2016-01-09,262.274241
446.24,2016-01-10,262.5894416071429
447.11,2016-01-11,262.90524875
447.98,2016-01-12,263.22134560714284
429.57,2016-01-13,263.5242884642857
431.9,2016-01-14,263.82889560714284
429.55,2016-01-15,264.1318600357143
370.4,2016-01-16,264.39258862142856
385.45,2016-01-17,264.66405290714283
380.16,2016-01-18,264.93203862142855
378.66,2016-01-19,265.19903147857144
408.33,2016-01-20,265.48716005
420.35,2016-01-21,265.78396004999996
385.7,2016-01-22,266.0560679357143
388.5,2016-01-23,266.3301322214285
385.09,2016-01-24,266.60181227142857
387.09,2016-01-25,266.87491941428567
394.12,2016-01-26,267.15304798571424
391.66,2016-01-27,267.42933304285714
382.44,2016-01-28,267.69905447142855
377.26,2016-01-29,267.96506161428573
378.18,2016-01-30,268.2316694714286
376.86,2016-01-31,268.4972266142857
372.0,2016-02-01,268.75939089999997
371.99,2016-02-02,269.0215480428571
368.38,2016-02-03,269.28114457142857
385.06,2016-02-04,269.5526445714286
388.0,2016-02-05,269.82623028571425
373.04,2016-02-06,270.08925885714285
373.74,2016-02-07,270.3526874285714
375.0,2016-02-08,270.6170445714286
372.61,2016-02-09,270.87969878571425
378.98,2016-02-10,271.1468987857143
379.14,2016-02-11,271.4141811857143
381.46,2016-02-12,271.68305975714287
388.6,2016-02-13,271.9570811857143
389.88,2016-02-14,272.23200975714286
402.64,2016-02-15,272.5160225642857
406.69,2016-02-16,272.8029511357143
407.0,2016-02-17,273.08995827857143
418.97,2016-02-18,273.38552970714284
418.02,2016-02-19,273.6804082785714
419.98,2016-02-20,273.9765877785714
434.67,2016-02-21,274.2833392142857
438.5,2016-02-22,274.5927677857143
436.76,2016-02-23,274.9010535
423.1,2016-02-24,275.1995677857143
421.4,2016-02-25,275.49688207142856
423.46,2016-02-26,275.7956980714286
432.0,2016-02-27,276.10068492857147
433.47,2016-02-28,276.40667064285714
431.89,2016-02-29,276.7115920714286
431.87,2016-03-01,277.0163714285714
429.99,2016-03-02,277.3199071428571
422.5,2016-03-03,277.61801428571425
416.48,2016-03-04,277.91182178571427
401.0,2016-03-05,278.1945717857143
399.17,2016-03-06,278.47605414285715
411.94,2016-03-07,278.76665414285713
412.39,2016-03-08,279.0575755714286
412.15,2016-03-09,279.3483077142857
416.0,2016-03-10,279.64185637142856
421.22,2016-03-11,279.93908494285716
420.11,2016-03-12,280.23559288571425
413.89,2016-03-13,280.5276314571429
414.78,2016-03-14,280.8203243142857
414.99,2016-03-15,281.11311004285716
415.99,2016-03-16,281.4065782571429
418.64,2016-03-17,281.70196397142854
418.49,2016-03-18,281.99721189285714
405.59,2016-03-19,282.2832404642857
410.77,2016-03-20,282.5729761785714
411.81,2016-03-21,282.86346903571433
415.35,2016-03-22,283.1564618928571
417.8,2016-03-23,283.4512261785714
417.96,2016-03-24,283.7460904642857
416.44,2016-03-25,284.03986975
415.71,2016-03-26,284.3331268928572
416.96,2016-03-27,284.62726975
422.96,2016-03-28,284.92569911428575
414.0,2016-03-29,285.2177276857143
415.83,2016-03-30,285.5110419714286
416.94,2016-03-31,285.80509197142857
416.25,2016-04-01,286.0986919714286
416.31,2016-04-02,286.39229578571434
418.07,2016-04-03,286.68714685714286
418.99,2016-04-04,286.9826611428571
419.71,2016-04-05,287.2785468571428
421.09,2016-04-06,287.5753761428571
420.33,2016-04-07,287.87169757142857
419.95,2016-04-08,288.16759043571426
417.73,2016-04-09,288.4619547214286
421.63,2016-04-10,288.75906186428574
420.75,2016-04-11,289.05552615
425.89,2016-04-12,289.35547614999996
424.61,2016-04-13,289.6546547214286
423.87,2016-04-14,289.9530154357143
429.09,2016-04-15,290.25479472142854
429.43,2016-04-16,290.5570518642857
430.58,2016-04-17,290.8599898642857
427.28,2016-04-18,291.1605234785714
435.91,2016-04-19,291.46725919285717
435.95,2016-04-20,291.7737949071429
451.0,2016-04-21,292.0910808928572
447.25,2016-04-22,292.4056880357143
447.7,2016-04-23,292.7207655357143
459.4,2016-04-24,293.0443012571428
463.86,2016-04-25,293.37094411428575
462.5,2016-04-26,293.6966187214286
447.31,2016-04-27,294.01136231428575
450.0,2016-04-28,294.3280908857143
449.98,2016-04-29,294.6447244571429
447.17,2016-04-30,294.9593501714286
451.9,2016-05-01,295.2773573142857
453.0,2016-05-02,295.5960966
450.96,2016-05-03,295.9135323142857
447.37,2016-05-04,296.22828945714286
446.84,2016-05-05,296.54265053571424
460.91,2016-05-06,296.86705053571427
459.04,2016-05-07,297.1901219642857
459.02,2016-05-08,297.5130676785714
461.63,2016-05-09,297.8376326785714
450.0,2016-05-10,298.1540755357143
450.78,2016-05-11,298.4708326785714
454.7,2016-05-12,298.7899755357143
456.82,2016-05-13,299.11094696428574
455.82,2016-05-14,299.43106927142856
457.08,2016-05-15,299.7516336285714
454.88,2016-05-16,300.0709764857143
454.0,2016-05-17,300.38854863571424
452.9,2016-05-18,300.70542370000004
441.87,2016-05-19,301.0143522714286
436.05,2016-05-20,301.3188879857143
443.89,2016-05-21,301.6295237
438.0,2016-05-22,301.93557369999996
438.47,2016-05-23,302.2423665571429
445.34,2016-05-24,302.55420228571427
447.94,2016-05-25,302.8677951428572
448.7,2016-05-26,303.1819022857143
470.29,2016-05-27,303.51144514285716
522.43,2016-05-28,303.87821657142854
526.64,2016-05-29,304.2478522857143
525.15,2016-05-30,304.6162165714286
531.15,2016-05-31,304.9890237142857
531.97,2016-06-01,305.3620022857143
539.99,2016-06-02,305.73976742857144
568.0,2016-06-03,306.13825314285714
567.88,2016-06-04,306.5358910714286
574.02,2016-06-05,306.93784027142857
